Giocatore,Squadra,Squadra entro i parametri stabiliti,Posizione,Età,Valore di mercato (Transfermarkt),Scadenza contratto,Partite disputate,Minuti giocati,Goal,xG,Assist,xA,Paese di nascita,Passaporto,Piede,Altezza,Peso,In prestito,Azione difensive riuscite/90,Duelli difensivi/90,"Duelli difensivi vinti, %",Duelli aerei/90,"Duelli aerei vinti, %",Contrasti/90,Possesso riconquistato dopo tackle scivolato,Tiri intercettati/90,Palle intercettate/90,Possesso riconquistato dopo intercetto,Falli/90,Cartellini gialli,Cartellini gialli/90,Cartellini rossi,Cartellini rossi/90,Azioni offensive riuscite/90,Goal/90,Goal (esclusi rigori),Goal esclusi rigori/90,xG/90,Goal di testa,Goal di testa/90,Tiri,Tiri/90,"Tiri in porta, %","Realizzazione, %",Assist/90,Cross/90,"Precisione cross, %",Cross dalla fascia sinistra/90,"Cross precisi da sinistra, %",Cross dalla fascia destra/90,"Cross precisi da destra, %",Cross verso l'area piccola/90,Dribbling/90,"Dribbling riusciti, %",Duelli offensivi/90,"Duelli offensivi vinti, %",Tocchi in area/90,Allunghi/90,Accelerazioni/90,Passaggi ricevuti/90,Lanci lunghi ricevuti/90,Falli subiti/90,Passaggi/90,"Precisione passaggi, %",Passaggi in avanti/90,"Precisione passaggi in avanti, %",Retropassaggi/90,"Precisione retropassaggi, %",Passaggi laterali/90,"Precisione passaggi laterali, %",Passaggi corti / medi /90,"Precisione passaggi corti / medi, %",Passaggi lunghi/90,"Precisione lanci lunghi, %","Lunghezza media passaggi, m","Lunghezza media passaggi lunghi, m",xA/90,Assist/90.1,Second assist/90,Third assist/90,Passaggi smarcanti/90,"Precisione passaggi smarcanti, %",Passaggi chiave/90,Passaggi nella trequarti/90,"Precisione passaggi verso la trequarti, %",Passaggi verso l'area di rigore/90,"Precisione passaggi verso l'area di rigore, %",Passaggi filtranti/90,"Precisione passaggi filtranti, %",Attacco in profondità/90,Cross dalla trequarti/90,Passaggi progressivi/90,"Precisione passaggi progressivi, %",Retropassaggi ricevuti dal portiere/90 
S. Desplanches,Palermo,Palermo,GK,21,1300000,2028-06-30,13,1240,0,0.0,0,0.0,Italy,"Italy, France",sinistro,189,80,no,1.16,0.07,100.0,0.44,100.0,0.0,0.0,0.0,1.09,1.44,0.0,1,0.07,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,17.13,0.22,0.15,25.11,89.31,10.31,76.76,0.0,0.0,13.5,98.39,17.85,99.19,7.19,65.66,28.55,45.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,50.0,0.0,0.0,0.07,0.0,0.0,0.0,5.95,70.73,0.0
F. Di Francesco,Palermo,Palermo,"LW, LAMF",30,1400000,2026-06-30,12,700,0,1.86,4,2.97,Italy,Italy,destro,178,75,no,3.86,3.09,45.83,0.26,0.0,0.0,0.0,0.0,2.44,3.43,1.03,2,0.26,0,0.0,5.91,0.0,0,0.0,0.24,0,0.0,19,2.44,21.05,0.0,0.51,3.86,46.67,3.73,48.28,0.13,0.0,0.64,5.01,69.23,9.64,56.0,2.7,2.96,0.51,23.53,1.8,1.93,32.79,77.25,9.51,64.86,7.71,88.33,10.03,82.05,25.2,86.73,3.86,43.33,19.56,28.44,0.38,2.31,0.0,0.0,0.13,100.0,0.9,4.24,57.58,5.53,67.44,0.64,60.0,2.57,1.8,8.1,84.13,0.51
F. Di Mariano,Palermo,Palermo,"LW, LWF, LAMF",28,1200000,2026-06-30,9,560,1,0.28,0,0.3,Italy,Italy,destro,177,68,no,4.98,4.66,51.72,0.64,0.0,0.16,0.19,0.0,2.41,2.83,1.45,1,0.16,0,0.0,4.02,0.16,1,0.16,0.05,0,0.0,6,0.96,50.0,16.667,0.0,3.21,35.0,2.73,41.18,0.32,0.0,0.16,4.5,53.57,11.41,59.15,0.96,1.93,0.32,16.55,1.29,3.21,24.27,76.82,6.11,68.42,5.63,97.14,8.36,67.31,18.96,85.59,2.25,57.14,19.41,16.59,0.05,0.8,0.0,0.0,0.0,0.0,0.16,2.89,77.78,4.02,36.0,0.32,50.0,0.64,1.45,5.46,73.53,0.16
A. Di Pardo,Modena,Modena,"RB, RWB, RCB",25,900000,2026-06-30,10,484,0,1.37,0,0.36,Italy,Italy,destro,182,75,si,9.67,8.18,72.73,2.42,53.85,0.0,0.0,0.19,3.72,4.69,0.93,1,0.19,0,0.0,1.86,0.0,0,0.0,0.25,0,0.0,9,1.67,0.0,0.0,0.0,2.98,25.0,0.19,0.0,2.79,26.67,0.19,1.86,50.0,3.35,50.0,2.6,1.86,0.56,23.06,1.49,0.19,31.61,76.47,9.86,66.04,4.83,92.31,10.6,80.7,25.66,85.51,3.16,52.94,18.86,33.72,0.07,0.56,0.0,0.0,0.19,100.0,0.0,2.42,46.15,2.98,43.75,0.37,100.0,0.74,0.56,7.62,68.29,0.0
G. Di Serio,Spezia,Spezia,CF,23,1200000,2027-06-30,12,680,1,1.92,1,0.31,Italy,Italy,destro,188,78,no,3.04,3.84,48.28,7.81,18.64,0.13,0.17,0.13,1.06,1.34,2.78,4,0.53,0,0.0,1.32,0.13,1,0.13,0.25,1,0.13,13,1.72,23.08,7.692,0.13,0.66,20.0,0.26,0.0,0.4,33.33,0.0,2.12,37.5,9.4,22.54,3.04,1.32,0.13,6.35,0.79,1.72,11.38,77.91,2.25,58.82,2.51,78.95,3.44,88.46,10.06,84.21,0.79,33.33,14.62,13.38,0.04,0.53,0.0,0.0,0.0,0.0,0.13,1.06,62.5,0.79,33.33,0.26,0.0,0.53,0.13,0.79,83.33,0.0
S. Diakité,Palermo,Palermo,RB,24,2500000,2028-06-30,13,1141,1,1.07,0,1.2,France,"France, Mali",destro,186,74,no,5.76,5.28,55.22,2.52,31.25,0.16,0.21,0.24,2.68,3.62,1.81,3,0.24,0,0.0,2.05,0.08,1,0.08,0.08,1,0.08,8,0.63,37.5,12.5,0.0,2.52,25.0,0.0,0.0,2.52,25.0,0.32,2.05,57.69,6.07,41.56,1.18,2.37,0.32,26.82,1.34,1.5,35.89,80.22,14.43,72.13,5.52,95.71,9.86,80.8,30.29,88.54,3.08,43.59,19.26,36.09,0.09,0.55,0.0,0.0,0.0,0.0,0.39,4.89,77.42,2.13,40.74,0.08,0.0,0.39,0.71,7.41,76.6,0.87
L. Dickmann,Brescia,Brescia,"RB, RWB",28,1200000,2026-06-30,12,983,0,0.82,2,0.86,Italy,Italy,destro,177,70,no,6.78,7.6,39.76,1.19,38.46,0.27,0.37,0.0,3.48,4.69,1.19,5,0.46,0,0.0,2.84,0.0,0,0.0,0.07,0,0.0,13,1.19,23.08,0.0,0.18,2.75,53.33,0.0,0.0,2.66,51.72,0.18,1.46,68.75,4.3,55.32,0.64,1.19,0.46,23.9,1.74,1.46,34.06,76.34,11.99,65.65,7.32,93.75,10.62,76.72,25.54,83.87,5.86,54.69,21.0,33.7,0.08,0.64,0.0,0.0,0.18,50.0,0.37,4.85,64.15,3.2,54.29,0.27,33.33,0.64,1.37,9.8,79.44,0.64
F. Distefano,Frosinone,Frosinone,"LW, LWF, LB",21,1800000,2028-06-30,8,350,2,1.71,0,0.42,Italy,Italy,destro,178,73,si,3.6,3.34,69.23,2.83,18.18,0.0,0.0,0.0,1.29,2.11,0.26,0,0.0,0,0.0,5.66,0.51,2,0.51,0.44,2,0.51,10,2.57,60.0,20.0,0.0,1.8,28.57,1.54,16.67,0.26,100.0,0.0,5.4,66.67,9.77,47.37,3.86,0.77,0.26,14.14,1.8,0.77,21.6,80.95,4.11,68.75,6.43,92.0,6.43,76.0,18.51,87.5,1.29,60.0,16.55,17.81,0.11,1.29,0.0,0.0,0.0,0.0,0.26,1.54,100.0,2.31,55.56,0.0,0.0,1.29,0.51,3.09,83.33,0.0
J. Doig,Sassuolo,Sassuolo,LB,22,6000000,2028-06-30,11,904,0,0.45,0,0.81,Scotland,Scotland,sinistro,189,71,no,6.07,3.68,70.27,1.89,57.89,0.0,0.0,0.3,3.48,4.3,0.2,1,0.1,0,0.0,3.78,0.0,0,0.0,0.05,0,0.0,7,0.7,57.14,0.0,0.0,3.29,36.36,3.29,36.36,0.0,0.0,0.1,3.29,66.67,5.97,58.33,1.1,2.89,0.8,37.73,1.89,0.7,45.8,80.0,18.22,71.04,5.18,96.15,12.74,82.03,38.73,86.38,4.08,51.22,18.35,33.73,0.08,0.6,0.1,0.1,0.0,0.0,0.2,5.48,78.18,3.58,55.56,0.0,0.0,0.8,1.0,9.66,76.29,0.2
D. Donnarumma,Cesena,Cesena,"LWB, LB",32,450000,2025-06-30,12,1099,0,0.26,2,0.91,Italy,Italy,sinistro,180,75,no,9.91,8.43,67.96,1.72,42.86,0.57,0.74,0.0,3.6,4.63,1.31,1,0.08,0,0.0,1.97,0.0,0,0.0,0.02,0,0.0,5,0.41,20.0,0.0,0.16,2.87,31.43,2.78,32.35,0.0,0.0,0.25,1.64,60.0,3.69,40.0,0.74,1.23,0.33,29.4,1.31,0.66,36.44,76.85,15.23,64.52,5.08,90.32,11.63,83.8,27.52,87.2,6.31,50.65,21.6,34.14,0.07,0.66,0.0,0.08,0.0,0.0,0.41,4.67,71.93,2.29,39.29,0.16,0.0,0.33,0.74,8.84,68.52,0.9
M. Dorval,Bari,Bari,"LWB, LB",23,1400000,2026-06-30,12,1010,2,1.1,2,1.4,France,"France, Algeria",destro,176,70,no,8.64,8.11,62.64,2.5,17.86,0.18,0.24,0.27,3.39,4.54,1.43,0,0.0,0,0.0,4.37,0.18,2,0.18,0.1,0,0.0,8,0.71,37.5,25.0,0.18,2.94,51.52,2.58,51.72,0.36,50.0,0.0,4.28,50.0,8.02,40.0,1.51,2.41,0.53,17.2,1.34,1.34,24.77,83.45,7.31,76.83,5.79,98.46,7.13,77.5,20.5,90.0,1.78,55.0,18.32,31.67,0.12,0.62,0.0,0.0,0.45,100.0,0.36,1.34,60.0,2.94,63.64,0.45,100.0,1.07,1.6,5.7,75.0,0.45
G. Drago,Südtirol,Südtirol,GK,23,250000,2026-06-30,4,384,0,0.0,0,0.0,Italy,Italy,destro,194,85,no,0.23,0.47,0.0,0.23,100.0,0.0,0.0,0.0,0.23,0.28,0.23,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.48,0.47,0.0,16.88,77.78,9.84,76.19,0.0,0.0,4.69,80.0,10.31,93.18,6.56,53.57,28.37,41.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,75.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,54.17,0.0
E. Duca,Modena,Modena,"AMF, LAMF, LWB",27,400000,2025-06-30,6,117,0,0.0,0,0.0,Italy,Italy,destro,178,67,no,6.92,3.85,80.0,7.69,30.0,0.0,0.0,0.0,3.85,6.82,2.31,2,1.54,0,0.0,0.77,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.54,50.0,0.77,100.0,0.77,0.0,0.0,1.54,0.0,10.0,30.77,1.54,1.54,0.0,23.85,0.0,5.38,30.77,85.0,10.77,71.43,10.0,84.62,4.62,83.33,27.69,88.89,1.54,50.0,17.01,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,100.0,1.54,50.0,0.0,0.0,0.0,0.77,5.38,71.43,0.0
S. Elia,Spezia,Spezia,"RWB, LWB, LB",25,800000,2026-06-30,10,661,0,0.22,0,0.29,Italy,Italy,destro,183,70,no,8.58,5.99,45.45,1.63,41.67,0.27,0.38,0.41,5.58,7.83,1.36,1,0.14,0,0.0,6.54,0.0,0,0.0,0.03,0,0.0,5,0.68,60.0,0.0,0.0,5.72,26.19,2.72,30.0,2.86,19.05,0.68,7.35,62.96,11.71,48.84,1.5,2.04,0.27,13.07,0.95,1.77,22.33,57.93,6.26,50.0,2.18,87.5,8.44,56.45,13.89,72.55,3.0,54.55,22.24,22.63,0.04,0.68,0.0,0.0,0.0,0.0,0.0,2.31,58.82,4.9,30.56,0.27,50.0,0.54,1.77,5.31,58.97,0.82
P. Esposito,Spezia,Spezia,CF,19,0,,11,741,6,4.56,0,0.39,Italy,Italy,destro,189,76,si,2.79,2.06,58.82,10.57,39.08,0.0,0.0,0.12,1.58,2.36,1.34,2,0.24,0,0.0,1.94,0.73,6,0.73,0.55,2,0.24,22,2.67,50.0,27.273,0.0,0.49,25.0,0.12,0.0,0.36,33.33,0.0,0.61,80.0,8.62,36.62,3.77,0.0,0.0,14.94,2.43,2.31,18.83,75.48,5.59,63.04,4.13,91.18,4.62,73.68,17.61,78.62,0.85,28.57,13.44,13.0,0.05,0.49,0.0,0.0,0.0,0.0,0.12,1.21,50.0,1.94,68.75,0.12,0.0,1.21,0.0,1.21,80.0,0.0
S. Esposito,Spezia,Spezia,"DMF, RCMF",24,2800000,2027-06-30,13,1197,3,3.33,5,5.04,Italy,Italy,destro,178,70,no,7.89,4.06,72.22,1.35,55.56,0.53,0.72,0.23,4.44,6.04,1.05,4,0.3,0,0.0,1.2,0.23,1,0.08,0.25,1,0.08,21,1.58,33.33,14.286,0.38,0.75,30.0,0.23,33.33,0.53,28.57,0.0,0.6,62.5,5.94,56.96,0.75,1.05,0.0,27.07,0.15,3.23,40.9,84.38,13.98,73.12,6.09,93.83,14.66,91.28,35.79,88.24,4.44,62.71,19.12,35.88,0.38,2.33,0.0,0.0,0.15,50.0,0.08,6.77,70.0,1.73,56.52,0.45,33.33,1.05,0.15,6.69,83.15,0.08
D. Falcinelli,Spezia,Spezia,"CF, RWF",33,500000,2025-06-30,9,298,0,0.86,0,0.22,Italy,Italy,sinistro,186,75,no,3.93,3.02,50.0,4.23,21.43,0.0,0.0,0.3,2.42,3.48,2.11,1,0.3,0,0.0,1.51,0.0,0,0.0,0.26,0,0.0,8,2.42,12.5,0.0,0.0,0.6,0.0,0.3,0.0,0.3,0.0,0.3,1.81,66.67,12.99,39.53,2.72,1.51,0.0,13.59,1.81,2.11,19.63,78.46,3.32,45.45,4.83,87.5,5.44,88.89,18.72,80.65,0.3,100.0,15.42,4.3,0.07,0.91,0.0,0.0,0.0,0.0,0.3,1.51,40.0,0.6,50.0,0.0,0.0,0.6,0.0,1.51,80.0,0.0
C. Falletti,Bari,Bari,"CF, LW",31,800000,2026-06-30,6,443,0,0.57,2,1.61,Uruguay,"Uruguay, Italy",destro,174,65,si,1.42,2.03,40.0,0.61,33.33,0.2,0.26,0.0,0.41,0.53,1.02,1,0.2,0,0.0,1.63,0.0,0,0.0,0.12,0,0.0,11,2.23,18.18,0.0,0.41,0.61,0.0,0.2,0.0,0.41,0.0,0.2,2.03,60.0,7.11,42.86,1.02,2.03,0.81,31.49,1.42,0.81,36.16,86.52,9.55,76.6,6.5,87.5,15.64,92.21,31.69,88.46,3.86,84.21,20.39,29.95,0.33,2.44,0.2,0.0,0.41,0.0,0.2,5.08,72.0,1.83,44.44,0.81,25.0,1.02,0.0,4.88,83.33,0.61
C. Favasuli,Bari,Bari,"RWB, LB, RB",20,450000,2028-06-30,9,493,0,0.03,0,0.45,Italy,Italy,destro,182,70,si,10.22,10.41,56.14,1.64,33.33,0.37,0.52,0.18,4.02,5.74,2.19,1,0.18,0,0.0,2.56,0.0,0,0.0,0.01,0,0.0,2,0.37,0.0,0.0,0.0,1.28,71.43,0.73,75.0,0.55,66.67,0.0,2.56,57.14,7.12,43.59,2.19,0.91,0.37,20.99,1.1,1.1,31.4,87.21,6.75,59.46,11.5,96.83,6.75,89.19,28.66,90.45,1.46,37.5,13.78,19.26,0.08,0.55,0.0,0.0,0.18,100.0,0.37,1.64,77.78,0.91,60.0,0.18,100.0,0.18,1.1,4.2,52.17,0.73
A. Favilli,Bari,Bari,CF,27,400000,2025-06-30,6,171,1,1.33,0,0.04,Italy,Italy,sinistro,191,78,si,1.58,1.58,33.33,4.21,37.5,0.53,0.83,0.0,0.53,0.83,2.11,2,1.05,0,0.0,2.63,0.53,1,0.53,0.7,0,0.0,7,3.68,42.86,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,50.0,16.84,31.25,3.68,1.05,0.0,7.37,1.58,5.26,12.63,79.17,2.11,50.0,5.79,90.91,3.16,83.33,12.63,79.17,0.0,0.0,12.47,0.0,0.02,0.53,0.0,0.53,0.0,0.0,0.0,1.05,50.0,0.53,100.0,0.0,0.0,1.05,0.0,1.05,0.0,0.0
G. Fedel,Mantova,Mantova,"RB, RWB",22,175000,2027-06-30,4,248,0,0.0,0,0.01,Italy,Italy,destro,0,0,no,7.98,7.62,47.62,0.36,100.0,0.0,0.0,0.73,4.35,8.37,0.36,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.73,0.0,0.36,0.36,0.0,6.9,26.32,1.09,0.36,0.0,17.42,0.36,1.81,25.04,86.96,7.98,81.82,5.44,100.0,5.08,85.71,22.86,92.06,1.45,50.0,14.53,16.89,0.01,0.73,0.0,0.0,0.0,0.0,0.0,0.73,100.0,1.09,33.33,0.0,0.0,0.73,0.0,3.27,44.44,1.45
G. Ferrari,Salernitana,Salernitana,LCB,32,1400000,2025-06-30,9,879,1,0.32,0,0.13,Italy,Italy,sinistro,189,82,no,6.04,3.99,71.79,4.2,56.1,0.0,0.0,0.51,3.17,4.87,0.61,2,0.2,0,0.0,0.61,0.1,1,0.1,0.03,1,0.1,4,0.41,75.0,25.0,0.0,0.1,100.0,0.1,100.0,0.0,0.0,0.0,0.31,66.67,0.61,66.67,0.72,0.31,0.0,44.95,0.82,0.72,60.41,90.85,22.73,82.88,1.64,93.75,31.95,97.12,53.34,94.82,6.96,60.29,21.76,37.06,0.01,0.31,0.0,0.0,0.0,0.0,0.0,9.93,72.16,0.92,66.67,0.41,25.0,0.61,0.1,10.85,88.68,1.33
M. Festa,Mantova,Mantova,GK,32,350000,2025-06-30,13,1274,0,0.0,0,0.0,Italy,Italy,destro,190,85,no,0.85,0.0,0.0,0.07,100.0,0.0,0.0,0.0,0.85,1.6,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,30.02,0.28,0.0,39.28,92.63,15.75,83.41,0.14,100.0,20.2,98.6,29.6,99.05,9.68,72.99,23.03,37.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,25.0,0.07,0.0,0.21,33.33,0.0,0.0,6.36,64.44,0.0
R. Fiamozzi,Reggiana,Reggiana,"RB, RWB",31,300000,2025-06-30,12,820,0,0.02,0,0.07,Italy,Italy,destro,175,76,no,4.61,5.05,41.3,1.76,56.25,0.11,0.14,0.0,2.41,3.13,0.88,1,0.11,0,0.0,1.1,0.0,0,0.0,0.0,0,0.0,1,0.11,100.0,0.0,0.0,2.09,21.05,0.0,0.0,2.09,21.05,0.55,1.43,38.46,4.06,40.54,0.77,0.77,0.0,25.24,1.21,0.77,33.59,77.78,12.51,60.53,6.7,93.44,10.32,87.23,25.46,86.64,6.15,58.93,22.65,42.13,0.01,0.11,0.0,0.11,0.11,0.0,0.11,4.83,54.55,2.41,36.36,0.77,28.57,0.66,0.44,6.48,66.1,0.88
M. Finotto,Carrarese,Carrarese,"CF, RWF",31,250000,2026-06-30,13,855,1,2.06,0,0.4,Italy,Italy,destro,186,72,no,2.21,2.63,52.0,3.68,34.29,0.0,0.0,0.0,0.84,1.1,1.26,0,0.0,0,0.0,1.79,0.11,1,0.11,0.22,1,0.11,16,1.68,31.25,6.25,0.0,0.84,12.5,0.11,100.0,0.74,0.0,0.21,1.79,64.71,7.37,27.14,4.11,0.95,0.32,10.63,2.0,0.32,14.11,73.13,2.53,54.17,3.37,84.38,4.21,75.0,12.74,77.69,0.53,60.0,14.27,10.68,0.04,0.84,0.0,0.0,0.11,0.0,0.32,1.26,58.33,0.74,42.86,0.11,0.0,0.42,0.11,1.26,58.33,0.11
A. Fiori,Mantova,Mantova,LAMF,21,350000,2027-06-30,12,729,1,1.93,0,0.3,Italy,Italy,destro,180,70,no,5.56,5.06,60.98,0.99,50.0,0.12,0.24,0.0,2.35,4.52,0.74,0,0.0,0,0.0,5.19,0.12,1,0.12,0.24,0,0.0,21,2.59,42.86,4.762,0.0,1.85,26.67,1.73,21.43,0.0,0.0,0.12,4.94,72.5,14.94,47.11,2.35,2.84,0.62,22.22,1.36,1.98,28.15,82.89,5.43,65.91,8.4,94.12,7.53,85.25,25.19,88.24,1.23,60.0,16.24,11.65,0.04,0.99,0.0,0.0,0.0,0.0,0.0,0.99,37.5,0.86,57.14,0.0,0.0,0.37,0.49,3.58,62.07,0.12
A. Florenzi,Cosenza,Cosenza,"LCMF, AMF, DMF",22,1000000,2026-06-30,13,1041,1,0.79,1,1.62,Italy,Italy,destro,183,75,no,6.83,6.14,50.7,2.77,34.38,0.43,0.65,0.17,3.29,4.96,1.82,4,0.35,0,0.0,2.42,0.09,1,0.09,0.07,0,0.0,15,1.3,26.67,6.667,0.09,1.99,47.83,0.61,28.57,1.3,53.33,0.09,3.37,33.33,7.18,43.37,1.64,2.16,1.12,24.12,1.12,2.51,34.84,79.9,11.33,76.34,5.36,87.1,11.15,81.4,30.0,85.88,3.03,40.0,16.96,27.1,0.14,1.12,0.09,0.0,0.17,0.0,0.26,5.01,86.21,2.07,41.67,0.43,0.0,0.09,0.86,5.53,76.56,0.26
R. Floriani Mussolini,Juve Stabia,Juve Stabia,"RWB, LB",21,100000,2026-06-30,13,1100,0,0.62,1,0.73,Italy,Italy,destro,188,77,si,5.24,6.55,46.25,3.03,27.03,0.0,0.0,0.08,2.21,3.43,1.39,3,0.25,0,0.0,1.88,0.0,0,0.0,0.05,0,0.0,6,0.49,50.0,0.0,0.08,2.21,44.44,0.16,100.0,1.96,41.67,0.41,1.31,50.0,3.11,34.21,1.06,0.74,0.0,12.52,1.55,0.65,17.43,68.08,5.89,50.0,4.09,98.0,4.09,68.0,13.66,75.45,1.72,42.86,20.66,32.69,0.06,0.49,0.0,0.0,0.08,0.0,0.25,1.55,68.42,1.72,42.86,0.08,0.0,0.16,0.74,3.52,60.47,0.98
R. Fogliata,Brescia,Brescia,"RCMF, LCMF",20,0,,6,259,1,0.18,0,0.1,Italy,Italy,destro,0,0,no,8.34,9.73,42.86,2.43,71.43,0.69,0.92,0.35,3.47,4.62,3.47,0,0.0,0,0.0,0.69,0.35,1,0.35,0.06,0,0.0,3,1.04,33.33,33.333,0.0,1.04,33.33,0.35,100.0,0.69,0.0,0.35,0.35,0.0,2.43,28.57,0.69,0.69,0.0,19.81,1.04,0.35,28.49,86.59,7.64,81.82,7.64,95.45,9.38,85.19,25.37,89.04,2.08,83.33,18.17,7.0,0.03,0.35,0.0,0.0,0.0,0.0,0.0,3.82,90.91,1.39,50.0,0.0,0.0,0.35,0.69,7.64,68.18,0.35
F. Folino,Juve Stabia,Juve Stabia,"RCB, CB, LCB",22,50000,2026-06-30,11,990,1,0.65,0,0.2,Italy,Italy,destro,192,84,no,8.64,5.18,73.68,4.64,52.94,0.27,0.42,0.45,4.55,6.98,1.73,4,0.36,1,0.09,0.91,0.09,1,0.09,0.06,1,0.09,4,0.36,100.0,25.0,0.0,0.73,37.5,0.27,33.33,0.45,40.0,0.18,0.45,60.0,1.45,68.75,0.64,0.64,0.18,22.45,0.27,1.45,34.55,82.63,14.0,71.43,2.82,100.0,14.09,93.55,27.36,89.04,6.45,60.56,22.07,32.94,0.02,0.09,0.0,0.0,0.0,0.0,0.09,4.0,59.09,1.0,45.45,0.0,0.0,0.18,0.27,6.64,71.23,1.55
A. Fontanarosa,Reggiana,Reggiana,"LB, LWB",21,750000,2025-06-30,8,630,0,0.12,0,0.29,Italy,Italy,sinistro,185,74,si,8.29,5.14,50.0,1.86,23.08,0.57,0.75,0.43,5.14,6.79,0.86,2,0.29,0,0.0,1.57,0.0,0,0.0,0.02,0,0.0,3,0.43,66.67,0.0,0.0,1.71,25.0,1.71,25.0,0.0,0.0,0.14,1.43,60.0,4.86,64.71,0.57,1.71,0.71,24.71,0.71,1.86,34.86,79.51,16.86,71.19,3.43,87.5,10.43,89.04,26.86,87.77,6.29,59.09,20.5,33.07,0.04,0.57,0.0,0.0,0.0,0.0,0.29,4.86,76.47,1.29,44.44,0.29,50.0,0.14,0.43,9.71,66.18,0.14
N. Fortini,Juve Stabia,Juve Stabia,LWB,18,0,,6,420,0,0.14,1,0.76,Italy,Italy,destro,185,78,si,7.71,4.5,61.9,3.43,37.5,0.86,1.45,0.0,4.07,6.87,0.43,1,0.21,0,0.0,4.29,0.0,0,0.0,0.03,0,0.0,3,0.64,33.33,0.0,0.21,4.07,42.11,3.64,41.18,0.43,50.0,0.64,6.0,39.29,11.14,38.46,3.21,2.79,0.21,18.43,1.5,1.5,30.64,79.72,7.07,84.85,7.5,97.14,10.07,72.34,25.07,88.03,1.71,37.5,18.51,23.67,0.16,0.86,0.0,0.0,0.0,0.0,0.64,1.29,83.33,2.57,50.0,0.21,0.0,0.21,1.71,4.93,73.91,0.21
M. Francesconi,Cesena,Cesena,"RW, LCMF, RCMF",20,0,,10,267,0,0.13,0,0.0,Italy,Italy,destro,180,71,no,7.08,7.08,38.1,1.35,50.0,0.0,0.0,0.34,4.38,5.82,2.36,1,0.34,0,0.0,1.01,0.0,0,0.0,0.04,0,0.0,1,0.34,100.0,0.0,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.0,1.01,66.67,3.37,50.0,1.35,1.35,0.34,17.87,0.34,0.67,24.94,70.27,9.44,71.43,3.37,70.0,5.73,70.59,23.26,73.91,1.35,25.0,16.52,12.28,0.0,0.34,0.34,0.0,0.0,0.0,0.0,2.02,50.0,0.67,50.0,0.0,0.0,1.01,0.0,4.38,53.85,0.34
A. Fulignati,Cremonese,Cremonese,GK,30,700000,2025-06-30,13,1273,0,0.0,0,0.0,Italy,Italy,destro,190,88,si,1.27,0.07,100.0,0.49,100.0,0.0,0.0,0.0,1.2,1.84,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,100.0,0.0,0.0,0.0,19.73,0.28,0.49,29.2,89.35,14.28,80.69,0.0,0.0,13.5,97.38,19.73,97.85,9.47,71.64,29.0,44.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,60.61,0.14,0.0,0.07,0.0,0.0,0.0,6.65,73.4,0.0
T. Fumagalli,Cosenza,Cosenza,"CF, LWF",24,250000,2027-06-30,10,785,3,3.24,1,1.75,Italy,Italy,destro,185,75,si,4.24,2.52,54.55,2.06,33.33,0.0,0.0,0.11,2.87,4.36,0.8,1,0.11,0,0.0,4.47,0.34,2,0.23,0.37,0,0.0,36,4.13,36.11,8.333,0.11,2.41,57.14,1.15,70.0,1.26,45.45,0.11,2.41,66.67,6.31,47.27,1.95,0.46,0.11,13.64,1.03,1.26,18.8,71.95,5.16,55.56,2.98,92.31,7.45,72.31,14.33,80.0,2.29,35.0,19.94,26.83,0.2,1.83,0.0,0.0,0.23,0.0,0.8,3.44,46.67,2.41,47.62,0.34,33.33,0.34,1.26,3.55,77.42,0.23
